run_id,case_id,model,tool_config,context_lines,tier,trial,status,elapsed_s,exit_code,root_cause,local_fix,global_fix,judge_status,judge_model,mut_input_tokens,mut_output_tokens,num_tool_calls,tool_frequency_json,total_code_length
juliet-cwe415-malloc-free-char-01__tier2__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier2_gdb_plus_bash.json,10,2,1,ok,8.885,0,,,,,,8058,396,3,"{""nl"": 1, ""run"": 1, ""echo"": 1}",0
juliet-cwe415-malloc-free-char-01__tier3__openrouter_anthropic_claude-sonnet-4.5__tier3_gdb_only__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/anthropic/claude-sonnet-4.5,tier3_gdb_only.json,10,3,1,ok,5.146,0,,,,,,0,0,0,{},0
juliet-cwe415-malloc-free-char-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__tier3_gdb_only__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/google/gemini-3.1-flash-lite-preview,tier3_gdb_only.json,10,3,1,ok,32.647,0,,,,,,10634,369,17,"{""run"": 1, ""backtrace"": 1, ""bt"": 1, ""start"": 1, ""info"": 6, ""disassemble"": 1, ""list"": 1, ""code"": 5}",80
juliet-cwe415-malloc-free-char-01__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier3_gdb_only.json,10,3,1,ok,223.48,0,,,,,,8537,3908,15,"{""bt"": 1, ""info"": 4, ""code"": 7, ""list"": 1, ""run"": 2}",832
juliet-cwe415-malloc-free-char-01__tier3__openrouter_openai_gpt-5.5__tier3_gdb_only__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/openai/gpt-5.5,tier3_gdb_only.json,10,3,1,ok,71.855,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,0,0,11,"{""bt"": 1, ""info"": 3, ""shell"": 1, ""run"": 1, ""code"": 5}",0
juliet-cwe415-malloc-free-char-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,juliet-cwe415-malloc-free-char-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,3,1,ok,7.685,0,,,,,,3288,277,4,"{""info"": 3, ""backtrace"": 1}",236
juliet-cwe415-malloc-free-char-01__tier4__haiku__tier4_claude_code__ctx10__t1,juliet-cwe415-malloc-free-char-01,haiku,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
juliet-cwe415-malloc-free-char-01__tier4__sonnet__tier4_claude_code__ctx10__t1,juliet-cwe415-malloc-free-char-01,sonnet,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
juliet-cwe416-malloc-free-char-01__tier1__openrouter_anthropic_claude-sonnet-4.5__tier1_bash_only__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/anthropic/claude-sonnet-4.5,tier1_bash_only.json,10,1,1,ok,252.515,0,,,,,,0,0,0,{},0
juliet-cwe416-malloc-free-char-01__tier1__openrouter_google_gemini-3.1-flash-lite-preview__tier1_bash_only__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/google/gemini-3.1-flash-lite-preview,tier1_bash_only.json,10,1,1,ok,9.917,0,,,,,,7110,455,2,"{""ls"": 1, ""echo"": 1}",0
juliet-cwe416-malloc-free-char-01__tier1__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier1_bash_only__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier1_bash_only.json,10,1,1,ok,13.261,0,,,,,,591,1137,1,"{""echo"": 1}",0
juliet-cwe416-malloc-free-char-01__tier1__openrouter_openai_gpt-5.5__tier1_bash_only__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/openai/gpt-5.5,tier1_bash_only.json,10,1,1,ok,29.132,0,,,,,,12075,1157,4,"{""ls"": 1, ""prog;"": 1, ""echo"": 2}",0
juliet-cwe416-malloc-free-char-01__tier1__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier1_bash_only__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier1_bash_only.json,10,1,1,ok,137.878,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,19265,127,5,"{""ls"": 1, ""cat"": 1, ""prog"": 1, ""gdb"": 1, ""echo"": 1}",0
juliet-cwe416-malloc-free-char-01__tier2__openrouter_anthropic_claude-sonnet-4.5__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/anthropic/claude-sonnet-4.5,tier2_gdb_plus_bash.json,10,2,1,ok,255.341,0,,,,,,0,0,0,{},0
juliet-cwe416-malloc-free-char-01__tier2__openrouter_google_gemini-3.1-flash-lite-preview__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/google/gemini-3.1-flash-lite-preview,tier2_gdb_plus_bash.json,10,2,1,timeout,293.872,-1,,,,,,0,0,0,,0
juliet-cwe416-malloc-free-char-01__tier2__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier2_gdb_plus_bash.json,10,2,1,timeout,297.461,-1,,,,,,0,0,0,,0
juliet-cwe416-malloc-free-char-01__tier2__openrouter_openai_gpt-5.5__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/openai/gpt-5.5,tier2_gdb_plus_bash.json,10,2,1,ok,32.667,0,,,,,,12996,881,4,"{""nl"": 1, ""run"": 1, ""break"": 1, ""echo"": 1}",0
juliet-cwe416-malloc-free-char-01__tier2__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier2_gdb_plus_bash__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier2_gdb_plus_bash.json,10,2,1,timeout,297.123,-1,,,,,,0,0,0,,0
juliet-cwe416-malloc-free-char-01__tier3__openrouter_anthropic_claude-sonnet-4.5__tier3_gdb_only__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/anthropic/claude-sonnet-4.5,tier3_gdb_only.json,10,3,1,ok,4.413,0,,,,,,0,0,0,{},0
juliet-cwe416-malloc-free-char-01__tier3__openrouter_google_gemini-3.1-flash-lite-preview__tier3_gdb_only__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/google/gemini-3.1-flash-lite-preview,tier3_gdb_only.json,10,3,1,ok,18.91,0,,,,,,5295,401,15,"{""run"": 1, ""info"": 2, ""start"": 1, ""list"": 4, ""code"": 6, ""ls"": 1}",206
juliet-cwe416-malloc-free-char-01__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier3_gdb_only.json,10,3,1,ok,207.141,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,0,0,14,"{""bt"": 1, ""code"": 10, ""list"": 1, ""info"": 2}",0
juliet-cwe416-malloc-free-char-01__tier3__openrouter_openai_gpt-5.5__tier3_gdb_only__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/openai/gpt-5.5,tier3_gdb_only.json,10,3,1,ok,9.086,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,0,0,1,"{""bt"": 1}",0
juliet-cwe416-malloc-free-char-01__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,juliet-cwe416-malloc-free-char-01,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,3,1,ok,17.71,0,0,0,0,no_prose_synthesis,openrouter/openai/gpt-5,4097,21,7,"{""info"": 3, ""bt"": 1, ""run"": 1, ""file"": 1, ""show"": 1}",0
juliet-cwe416-malloc-free-char-01__tier4__haiku__tier4_claude_code__ctx10__t1,juliet-cwe416-malloc-free-char-01,haiku,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
juliet-cwe416-malloc-free-char-01__tier4__sonnet__tier4_claude_code__ctx10__t1,juliet-cwe416-malloc-free-char-01,sonnet,tier4_claude_code.json,10,4,1,missing_dep,0.0,-1,,,,,,0,0,0,,0
